x,y,taxon,mean,sd
-67000,1494000,Other hardwood,NA,NA
-59000,1494000,Other hardwood,NA,NA
-51000,1494000,Other hardwood,NA,NA
-43000,1494000,Other hardwood,NA,NA
-35000,1494000,Other hardwood,NA,NA
-27000,1494000,Other hardwood,NA,NA
-19000,1494000,Other hardwood,NA,NA
-11000,1494000,Other hardwood,NA,NA
-3000,1494000,Other hardwood,NA,NA
5000,1494000,Other hardwood,NA,NA
13000,1494000,Other hardwood,NA,NA
21000,1494000,Other hardwood,NA,NA
29000,1494000,Other hardwood,NA,NA
37000,1494000,Other hardwood,NA,NA
45000,1494000,Other hardwood,NA,NA
53000,1494000,Other hardwood,NA,NA
61000,1494000,Other hardwood,NA,NA
69000,1494000,Other hardwood,NA,NA
77000,1494000,Other hardwood,NA,NA
85000,1494000,Other hardwood,NA,NA
93000,1494000,Other hardwood,NA,NA
101000,1494000,Other hardwood,NA,NA
109000,1494000,Other hardwood,NA,NA
117000,1494000,Other hardwood,NA,NA
125000,1494000,Other hardwood,NA,NA
133000,1494000,Other hardwood,NA,NA
141000,1494000,Other hardwood,NA,NA
149000,1494000,Other hardwood,NA,NA
157000,1494000,Other hardwood,NA,NA
165000,1494000,Other hardwood,NA,NA
173000,1494000,Other hardwood,NA,NA
181000,1494000,Other hardwood,NA,NA
189000,1494000,Other hardwood,NA,NA
197000,1494000,Other hardwood,NA,NA
205000,1494000,Other hardwood,NA,NA
213000,1494000,Other hardwood,NA,NA
221000,1494000,Other hardwood,NA,NA
229000,1494000,Other hardwood,NA,NA
237000,1494000,Other hardwood,NA,NA
245000,1494000,Other hardwood,NA,NA
253000,1494000,Other hardwood,NA,NA
261000,1494000,Other hardwood,NA,NA
269000,1494000,Other hardwood,NA,NA
277000,1494000,Other hardwood,NA,NA
285000,1494000,Other hardwood,NA,NA
293000,1494000,Other hardwood,NA,NA
301000,1494000,Other hardwood,NA,NA
309000,1494000,Other hardwood,NA,NA
317000,1494000,Other hardwood,NA,NA
325000,1494000,Other hardwood,NA,NA
333000,1494000,Other hardwood,NA,NA
341000,1494000,Other hardwood,NA,NA
349000,1494000,Other hardwood,NA,NA
357000,1494000,Other hardwood,NA,NA
365000,1494000,Other hardwood,NA,NA
373000,1494000,Other hardwood,NA,NA
381000,1494000,Other hardwood,NA,NA
389000,1494000,Other hardwood,NA,NA
397000,1494000,Other hardwood,NA,NA
405000,1494000,Other hardwood,NA,NA
413000,1494000,Other hardwood,NA,NA
421000,1494000,Other hardwood,NA,NA
429000,1494000,Other hardwood,NA,NA
437000,1494000,Other hardwood,NA,NA
445000,1494000,Other hardwood,NA,NA
453000,1494000,Other hardwood,NA,NA
461000,1494000,Other hardwood,NA,NA
469000,1494000,Other hardwood,NA,NA
477000,1494000,Other hardwood,NA,NA
